npi,last_name,first_name,middle_name,credential,sole_proprietor,matched_term,primary_taxonomy,taxonomy_code,all_taxonomies,license,license_state,org_name,address_1,address_2,city,state,postal_code,phone,fax,location_kind,enumeration_date,last_updated,status,address_shared_by,source_url
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",8100 SANDPIPER CIR STE 214,,Nottingham,MD,21236,410-571-2946,,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",810 BESTGATE RD STE 220,,Annapolis,MD,21401,410-571-2946,410-571-2947,primary_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",499 IDLEWILD AVE STE 105,,Easton,MD,21601,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",6602 CHURCH HILL RD STE 550,,Chestertown,MD,21620,410-571-2946,,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",120 SALLITT DR STE D,,Stevensville,MD,21666,410-571-2946,,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",7100 GUILFORD DR STE 150,,Frederick,MD,21704,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",1165 IMPERIAL DR STE 102,,Hagerstown,MD,21740,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",1165 IMPERIAL DR STE 100,,Hagerstown,MD,21740,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",6503 DEER POINTE DR STE A,,Salisbury,MD,21804,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",314 FRANKLIN AVE STE 104,,Berlin,MD,21811,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",101 CHESAPEAKE BLVD STE C,,Elkton,MD,21921,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",8505 ARLINGTON BLVD STE 420,,Fairfax,VA,22031,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",1005 N GLEBE RD STE 610,,Arlington,VA,22201,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1750193918,"Advanced Pain Management Specialists, Llc",,,,,,Durable Medical Equipment & Medical Supplies,332B00000X,"Durable Medical Equipment & Medical Supplies; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Medicine & Rehabilitation, Pain Medicine",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",180 WINGO WAY STE 105,,Mt Pleasant,SC,29464,855-527-7246,866-229-5063,primary_practice,2025-01-24,2025-01-24,A,2,https://npiregistry.cms.hhs.gov/provider-view/1750193918
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",180 WINGO WAY STE 105,,Mt Pleasant,SC,29464,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,2,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",17051 DALLAS PKWY STE 320,,Addison,TX,75001,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",2560 CENTRAL PARK AVE STE 340,,Flower Mound,TX,75028,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1861418220,"Advanced Pain Management Specialists, Llc",,,,,,"Pain Medicine, Interventional Pain Medicine",208VP0014X,"Anesthesiology; Anesthesiology, Pain Medicine; Clinical Medical Laboratory; Durable Medical Equipment & Medical Supplies; Nurse Practitioner; Pain Medicine, Interventional Pain Medicine; Physical Medicine & Rehabilitation; Physical Therapist; Physician Assistant; Rehabilitation Practitioner; Specialist",,,"ADVANCED PAIN MANAGEMENT SPECIALISTS, LLC",3101 E PRESIDENT GEORGE BUSH HWY STE 150,,Richardson,TX,75082,855-527-7246,866-229-5063,other_practice,2006-07-15,2026-03-03,A,1,https://npiregistry.cms.hhs.gov/provider-view/1861418220
1154539278,"Advanced Pain Therapies, Llc",,,,,,Specialist,174400000X,Specialist,,,"ADVANCED PAIN THERAPIES, LLC",315 CHURCHILL RD,,Hartsville,SC,29550,803-749-8585,803-749-8909,primary_practice,2007-05-21,2021-04-23,A,1,https://npiregistry.cms.hhs.gov/provider-view/1154539278
1720762503,Advanced Practice Mental Health And Wellness Of South Carolina L.L.C.,,,,,,"Nurse Practitioner, Psych/Mental Health",363LP0808X,"Case Manager/Care Coordinator; Counselor, Professional; Nurse Practitioner; Nurse Practitioner, Family; Nurse Practitioner, Psych/Mental Health; Social Worker; Social Worker, Clinical",,,ADVANCED PRACTICE MENTAL HEALTH AND WELLNESS OF SOUTH CAROLINA L.L.C.,3997 MEETING ST STE B,,Loris,SC,29569,843-945-1452,843-945-1489,other_practice,2023-06-13,2023-08-31,A,1,https://npiregistry.cms.hhs.gov/provider-view/1720762503
1720762503,Advanced Practice Mental Health And Wellness Of South Carolina L.L.C.,,,,,,"Nurse Practitioner, Psych/Mental Health",363LP0808X,"Case Manager/Care Coordinator; Counselor, Professional; Nurse Practitioner; Nurse Practitioner, Family; Nurse Practitioner, Psych/Mental Health; Social Worker; Social Worker, Clinical",,,ADVANCED PRACTICE MENTAL HEALTH AND WELLNESS OF SOUTH CAROLINA L.L.C.,630 CHESTNUT RD STE 14,,Myrtle Beach,SC,29572,843-945-1452,843-945-1489,primary_practice,2023-06-13,2023-08-31,A,1,https://npiregistry.cms.hhs.gov/provider-view/1720762503
1306582416,"Advanced Prosthetics, Inc",,,,,,Prosthetic/Orthotic Supplier,335E00000X,Prosthetic/Orthotic Supplier,,,"ADVANCED PROSTHETICS, INC",711 SALUDA DR STE A1,,Florence,SC,29501,843-804-4436,843-799-1271,primary_practice,2022-05-11,2022-05-11,A,1,https://npiregistry.cms.hhs.gov/provider-view/1306582416
1346032273,"Advanced Sleep And Breathing Centers, Llc",,,,,,"Durable Medical Equipment & Medical Supplies, Customized Equipment",332BC3200X,"Dentist; Durable Medical Equipment & Medical Supplies, Customized Equipment",,,"ADVANCED SLEEP AND BREATHING CENTERS, LLC",4310 HIGHWAY 17 UNIT 101,,Murrells Inlet,SC,29576,843-397-5337,843-273-4952,primary_practice,2025-05-19,2026-07-01,A,2,https://npiregistry.cms.hhs.gov/provider-view/1346032273
1164185120,"Advanced Sleep And Breathing Centers, Llc",,,,,,"Durable Medical Equipment & Medical Supplies, Customized Equipment",332BC3200X,"Dentist; Durable Medical Equipment & Medical Supplies, Customized Equipment",,,"ADVANCED SLEEP AND BREATHING CENTERS, LLC",4310 HIGHWAY 17 UNIT 101,,Murrells Inlet,SC,29576,843-397-5337,843-273-4952,primary_practice,2021-10-18,2026-02-26,A,2,https://npiregistry.cms.hhs.gov/provider-view/1164185120
1346457462,"Advanced Spinal Care, Llc",,,,,,Chiropractor,111N00000X,Chiropractor,2534,SC,"ADVANCED SPINAL CARE, LLC",714 SAINT ANDREWS BLVD,,Charleston,SC,29407,843-573-9333,843-701-1002,primary_practice,2007-05-17,2024-09-11,A,1,https://npiregistry.cms.hhs.gov/provider-view/1346457462
1821048448,Advanced Surgical Associates,,,,,,Specialist,174400000X,Specialist,,,ADVANCED SURGICAL ASSOCIATES,2376 CYPRESS CIR,SUITE 103,Conway,SC,29526,843-347-3900,843-347-3930,primary_practice,2006-05-12,2007-10-22,A,2,https://npiregistry.cms.hhs.gov/provider-view/1821048448
1811364144,Advanced Urology Of The Pee Dee,,,,,,Urology,208800000X,Urology,,SC,ADVANCED UROLOGY OF THE PEE DEE,309 W PINE ST,,Florence,SC,29501,843-618-8609,,primary_practice,2015-08-21,2016-02-23,A,1,https://npiregistry.cms.hhs.gov/provider-view/1811364144
1316094378,Advanced Wellness Center,,,,,,Chiropractor,111N00000X,Chiropractor,,,ADVANCED WELLNESS CENTER,107 ARMORY ST,,Hartsville,SC,29550,843-332-4672,843-332-0798,primary_practice,2007-01-04,2010-03-12,A,1,https://npiregistry.cms.hhs.gov/provider-view/1316094378
1285603845,"Advanced Women'S Care, Pa",,,,,,Obstetrics & Gynecology,207V00000X,Obstetrics & Gynecology,,,"ADVANCED WOMEN'S CARE, PA",901 E CHEVES STREET,SUITE 200,Florence,SC,29506,843-662-2299,843-656-2001,primary_practice,2006-03-16,2013-03-13,A,2,https://npiregistry.cms.hhs.gov/provider-view/1285603845
1598597767,Advanced Wound Care Of Pa,,,,,,"Registered Nurse, Wound Care",163WW0000X,"Nurse Practitioner; Registered Nurse, Wound Care",,,ADVANCED WOUND CARE OF PA,1800 W CARO RD STE 12,,Caro,MI,48723,248-470-3224,,primary_practice,2024-08-16,2024-08-16,A,1,https://npiregistry.cms.hhs.gov/provider-view/1598597767
1902100019,Advantage Behavioral Healthcare Inc.,,,,,,"Counselor, Mental Health",101YM0800X,"Case Management; Community/Behavioral Health; Counselor; Counselor, Addiction (Substance Use Disorder); Counselor, Mental Health; Counselor, Professional; Day Training, Developmentally Disabled Services; Marriage & Family Therapist; Social Worker, Clinical",,,ADVANTAGE BEHAVIORAL HEALTHCARE INC.,732 DAVIS AVE,,Whiteville,NC,28472,910-640-1038,910-640-1465,primary_practice,2011-01-04,2011-01-25,A,1,https://npiregistry.cms.hhs.gov/provider-view/1902100019
1689750663,Advantage Behavioral Healthcare Inc.,,,,,,"Counselor, Mental Health",101YM0800X,"Case Management; Community/Behavioral Health; Counselor; Counselor, Mental Health; Day Training, Developmentally Disabled Services",,,ADVANTAGE BEHAVIORAL HEALTHCARE INC.,732 DAVIS AVENUE,,Whiteville,NC,28472,910-640-1038,910-640-1465,primary_practice,2006-10-31,2011-01-25,A,1,https://npiregistry.cms.hhs.gov/provider-view/1689750663
1952984866,Advantage Care Of Pee Dee Llc,,,,,,"Ambulance, Land Transport",3416L0300X,"Ambulance, Land Transport",,,ADVANTAGE CARE OF PEE DEE LLC,1001 W EVANS ST STE 102,,Florence,SC,29501,843-536-7196,843-472-5212,primary_practice,2021-04-29,2021-05-05,A,2,https://npiregistry.cms.hhs.gov/provider-view/1952984866
1306501127,Advantage Foot Care Of South Carolina Llc,,,,,,,213ES0131X,,,,ADVANTAGE FOOT CARE OF SOUTH CAROLINA LLC,6824 M W RICKENBAKER RD,,Summerton,SC,29148,803-460-3080,,primary_practice,2021-11-05,2025-03-05,A,1,https://npiregistry.cms.hhs.gov/provider-view/1306501127
1023372943,Advantage Health And Wellness Center Pc,,,,,,"Chiropractor, Rehabilitation",111NR0400X,"Chiropractor, Rehabilitation; Family Medicine; Neuromusculoskeletal Medicine, Sports Medicine",,,ADVANTAGE HEALTH AND WELLNESS CENTER PC,507 W PALMETTO ST,,Florence,SC,29501,843-669-1010,843-669-1054,primary_practice,2012-06-25,2012-06-25,A,3,https://npiregistry.cms.hhs.gov/provider-view/1023372943
1518048602,Advantage Health Center Of Dillon Pc,,,,,,Chiropractor,111N00000X,Chiropractor,,,ADVANTAGE HEALTH CENTER OF DILLON PC,106 E MADISON ST,,Dillon,SC,29536,843-774-0440,843-774-0477,primary_practice,2006-10-17,2020-08-22,A,1,https://npiregistry.cms.hhs.gov/provider-view/1518048602
1598742041,"Advantage Health Center, Llc",,,,,,Family Medicine,207Q00000X,Family Medicine,0364,SC,"ADVANTAGE HEALTH CENTER, LLC",4301 HIGHWAY 544,,Myrtle Beach,SC,29588,843-215-5000,843-215-5005,primary_practice,2005-12-27,2008-04-20,A,1,https://npiregistry.cms.hhs.gov/provider-view/1598742041
1790086726,Advantage Healthcare Of Charleston Llc,,,,,,General Practice,208D00000X,General Practice,28866,SC,ADVANTAGE HEALTHCARE OF CHARLESTON LLC,122 S GOOSE CREEK BLVD,SUITE B,Goose Creek,SC,29445,843-553-2211,843-553-2210,primary_practice,2010-11-08,2020-01-24,A,1,https://npiregistry.cms.hhs.gov/provider-view/1790086726
1689053613,"Advantage Medical Services, Pllc",,,,,,Family Medicine,207Q00000X,Family Medicine; Physician Assistant,,,"ADVANTAGE MEDICAL SERVICES, PLLC",736 DAVIS AVE,,Whiteville,NC,28472,910-207-6597,910-207-6599,primary_practice,2015-05-22,2019-06-19,A,1,https://npiregistry.cms.hhs.gov/provider-view/1689053613
1407065204,Advantage Medical Supply,,,,,,Durable Medical Equipment & Medical Supplies,332B00000X,Durable Medical Equipment & Medical Supplies,00599,,ADVANTAGE MEDICAL SUPPLY,146 WALL ST,,Shallotte,NC,28470,910-754-2337,910-754-9249,primary_practice,2007-05-21,2007-12-26,A,2,https://npiregistry.cms.hhs.gov/provider-view/1407065204
1003864257,Advantage O & P,,,,,,Prosthetic/Orthotic Supplier,335E00000X,Prosthetic/Orthotic Supplier,,,ADVANTAGE O & P,2295 S IRBY ST,,Florence,SC,29505,843-673-9998,843-669-4729,primary_practice,2006-05-04,2008-03-28,A,1,https://npiregistry.cms.hhs.gov/provider-view/1003864257
1952837619,Advantage Pharmacy And Wellness Llc,,,,,,"Pharmacy, Community/Retail Pharmacy",3336C0003X,"Pharmacy; Pharmacy, Community/Retail Pharmacy",17182,SC,ADVANTAGE PHARMACY AND WELLNESS LLC,506 W PALMETTO ST,,Florence,SC,29501,843-407-7637,843-669-1054,primary_practice,2017-05-02,2018-07-19,A,1,https://npiregistry.cms.hhs.gov/provider-view/1952837619
1427575091,Advantage Physical Therapy Llc,,,,,,Physical Therapist,225100000X,"Occupational Therapist; Physical Therapist; Speech-Language Pathologist,  ",,,ADVANTAGE PHYSICAL THERAPY LLC,537 LONG POINT RD STE 106,,Mount Pleasant,SC,29464,843-718-2683,803-573-1050,primary_practice,2017-08-24,2026-03-05,A,1,https://npiregistry.cms.hhs.gov/provider-view/1427575091
1508801663,Advantage Psychiatry & Counseling,,,,,,"Psychologist, Group Psychotherapy",103TP2701X,"Psychologist, Group Psychotherapy",,,ADVANTAGE PSYCHIATRY & COUNSELING,1003 OLD WATERFORD WAY,STE 1C,Leland,NC,28451,910-371-1007,910-371-6003,primary_practice,2006-06-20,2020-08-22,A,1,https://npiregistry.cms.hhs.gov/provider-view/1508801663
1790078582,Advantage Veterans Services Of,,,,,,"Pharmacy, Long Term Care Pharmacy",3336L0003X,"Pharmacy, Long Term Care Pharmacy",9034,SC,ADVANTAGE VETERANS SERVICES OF,2461 SIDNEYS RD,,Walterboro,SC,29488,843-538-3000,,primary_practice,2011-05-26,2013-03-29,A,1,https://npiregistry.cms.hhs.gov/provider-view/1790078582
1093585697,Advocate Agency Llc,,,,,,Case Management,251B00000X,Case Management,,,ADVOCATE AGENCY LLC,230 BETTY ST,,Lake City,SC,29560,843-373-9546,,primary_practice,2024-01-04,2024-01-04,A,1,https://npiregistry.cms.hhs.gov/provider-view/1093585697
1407676216,Aem Wellness Llc,,,,,,"Counselor, Mental Health",101YM0800X,"Counselor, Mental Health",,,AEM WELLNESS LLC,125 WAPPOO CREEK DR STE D4,,Charleston,SC,29412,864-934-9764,,primary_practice,2024-10-15,2024-10-15,A,1,https://npiregistry.cms.hhs.gov/provider-view/1407676216
1548636616,Aerete Integrative Medicine Llc,,,,,,"Clinic/Center, Primary Care",261QP2300X,"Clinic/Center, Primary Care; Social Worker, Clinical",,,AERETE INTEGRATIVE MEDICINE LLC,775 SAINT JAMES AVE,,Goose Creek,SC,29445,843-900-5845,,other_practice,2015-08-12,2022-07-21,A,2,https://npiregistry.cms.hhs.gov/provider-view/1548636616
1548636616,Aerete Integrative Medicine Llc,,,,,,"Clinic/Center, Primary Care",261QP2300X,"Clinic/Center, Primary Care; Social Worker, Clinical",,,AERETE INTEGRATIVE MEDICINE LLC,512 EXECUTIVE PARK,,Louisville,KY,40207,843-900-5845,,other_practice,2015-08-12,2022-07-21,A,1,https://npiregistry.cms.hhs.gov/provider-view/1548636616
1548636616,Aerete Integrative Medicine Llc,,,,,,"Clinic/Center, Primary Care",261QP2300X,"Clinic/Center, Primary Care; Social Worker, Clinical",,,AERETE INTEGRATIVE MEDICINE LLC,601 N SHORE DR STE 102,,Jeffersonville,IN,47130,812-924-7884,812-924-7909,primary_practice,2015-08-12,2022-07-21,A,1,https://npiregistry.cms.hhs.gov/provider-view/1548636616
1669896882,"Aerete Wellness, Llc",,,,,,Physiological Laboratory,293D00000X,Physiological Laboratory,,,"AERETE WELLNESS, LLC",775 SAINT JAMES AVE,,Goose Creek,SC,29445,888-987-6320,,primary_practice,2014-02-07,2014-02-07,A,2,https://npiregistry.cms.hhs.gov/provider-view/1669896882
1992760565,Aerosol Plus,,,,,,Durable Medical Equipment & Medical Supplies,332B00000X,Durable Medical Equipment & Medical Supplies,2006-00933 CC,SC,AEROSOL PLUS,792 FOLLY RD,SUITE 1,Charleston,SC,29412,843-795-6452,843-795-6453,primary_practice,2006-04-18,2010-08-24,A,1,https://npiregistry.cms.hhs.gov/provider-view/1992760565
1073747671,"Aerosol Plus, Inc.",,,,,,Durable Medical Equipment & Medical Supplies,332B00000X,Durable Medical Equipment & Medical Supplies,,,"AEROSOL PLUS, INC.",329 BUSINESS CIR,SUITE C,Pelham,AL,35124,205-386-8815,866-945-9269,primary_practice,2009-05-11,2010-08-24,A,1,https://npiregistry.cms.hhs.gov/provider-view/1073747671
1558595157,"Aerosol Plus, Inc.",,,,,,"Durable Medical Equipment & Medical Supplies, Oxygen Equipment & Supplies",332BX2000X,"Durable Medical Equipment & Medical Supplies, Oxygen Equipment & Supplies",,,"AEROSOL PLUS, INC.",19295 N 3RD ST,SUITE 2,Covington,LA,70433,985-231-5225,866-945-5380,primary_practice,2009-05-11,2010-08-24,A,1,https://npiregistry.cms.hhs.gov/provider-view/1558595157
1891204897,"Aesthetic Medical Center,Llc",,,,,,Obstetrics & Gynecology,207V00000X,Obstetrics & Gynecology,35610,SC,"AESTHETIC MEDICAL CENTER,LLC",911 MEDICAL CIR,,Myrtle Beach,SC,29572,843-945-9990,843-945-9991,primary_practice,2017-09-22,2026-03-05,A,1,https://npiregistry.cms.hhs.gov/provider-view/1891204897
1205637204,Aesthetic Smiles Of Myrtle Beach,,,,,,Dentist,122300000X,Dentist,,,AESTHETIC SMILES OF MYRTLE BEACH,211 PHYSICIANS CT,SUITE D,Myrtle Beach,SC,29579,854-854-9992,,primary_practice,2025-03-24,2025-03-24,A,1,https://npiregistry.cms.hhs.gov/provider-view/1205637204
1780391953,Aesthetica Llc,,,,,,Clinic/Center,261Q00000X,Clinic/Center,,,AESTHETICA LLC,334 SANCTUARY PARK DR,,Summerville,SC,29486,678-532-7661,,primary_practice,2022-10-27,2022-10-27,A,1,https://npiregistry.cms.hhs.gov/provider-view/1780391953
1104773472,Affectionately Devoted Home Health,,,,,,Meals,174200000X,Home Delivered Meals; Home Health; In Home Supportive Care; Meals,,,AFFECTIONATELY DEVOTED HOME HEALTH,2411 N OAK ST STE 205F,,Myrtle Beach,SC,29577,888-304-2344,888-304-2344,primary_practice,2026-03-14,2026-03-14,A,1,https://npiregistry.cms.hhs.gov/provider-view/1104773472
1205130325,"Affiliated Healthcare, Plc",,,,,,Specialist,174400000X,Specialist,200500147,NC,"AFFILIATED HEALTHCARE, PLC",3240 BURNT MILL DR,SUITE 9,Wilmington,NC,28403,252-916-7026,252-672-8807,primary_practice,2011-01-04,2011-01-04,A,2,https://npiregistry.cms.hhs.gov/provider-view/1205130325
1881869931,Affinity Health Associates Llc,,,,,,Case Management,251B00000X,"Case Management; Community/Behavioral Health; Family Medicine; Social Worker, Clinical",,,AFFINITY HEALTH ASSOCIATES LLC,5421 WRIGHTSVILLE AVE,,Wilmington,NC,28403,910-332-3330,910-332-3331,primary_practice,2008-04-29,2008-07-10,A,2,https://npiregistry.cms.hhs.gov/provider-view/1881869931
1689851834,"Affinity Health Associates, Llc",,,,,,"Social Worker, Clinical",1041C0700X,"Case Management; Community/Behavioral Health; Family Medicine; Social Worker, Clinical",C005634,NC,"AFFINITY HEALTH ASSOCIATES, LLC",5421 WRIGHTSVILLE AVE,5421,Wilmington,NC,28403,910-332-3330,910-792-1004,primary_practice,2008-01-29,2008-08-18,A,2,https://npiregistry.cms.hhs.gov/provider-view/1689851834
